클레임유형,공장,생산법인,판매지역,수출국가,해외내수,등급,귀책구분,최종확정,차종,RO번호,차대번호,"원인부품
분류코드",부품번호,부품대분류,부품중분류,부품명,"직거래
/직개발",불량구분,"부품
대분류",부품계통,현상명(재분류),HKMC 현상,HKMC 현상명,HKMC 원인,HKMC 원인명,"파셜화
대상여부","Assy/
Partial",DTC 1번째,DTC 2번째,DTC 3번째,"생산
년월일",생산월,생산년,"판매
년월일",판매월,판매년,"선적
년월일",선적월,"정비등록
년월일",정비등록월,"정비확정
년월일",정비확정월,"데이터적재
년월일","데이터적재
년월",실적년,총주행거리(Km),"판매소요
일수","차량사용
일수","차량사용
기준개월","정비작업
코드",정비망코드,정비망,"해외딜러
코드",수리권역,수리지역,직/간접망구분,정비사업소명,"정비특이사항
코드","정비특이사항
제목명","품질특이사항
내용","품질특이사항
(번역)","클레임
발생구분","확정
부품금액","확정
부품금액",수리금액,외주금액,"차대번호
엔진코드","변속기
코드",엔진넘버,엔진명,엔진생산일,"트랜스미션
번호","개발업체
코드",납품업체,3M 100만,'12M 100만,36M 100만,이의제기,이의제기(기타),실적확정,신규RO조합,현대위아 현상,현대위아 현상명,현대위아 원인,현대위아 원인명,등록번호,접수자,"위아
처리구분","위아
진행단계",개선부문,경과일,의뢰일자,중복문제,재발여부,안전문제,심각도,협력사담당자
W:일반 클레임,서산1엔진,Kia,아중동,이스라엘,수출,B,,미확정,JA,D06VBIS064KM2500000,KNAB351AJPT142338,28440,2844008000,카파엔진,EGR파이프,파이프－EGR,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P040200,,,2023/05/26,2023/05,2023,2024/01/01,2024/01,2024,2023/05/29,2023/05,2025/09/29,2025/09,2025/10/19,2025/10,2025/10/21,2025/10,2025,29228,220,637,22,28360R00,D06VB,,IS064,중동,,,,-,-,"[C]???? ?????? ?? ???? ???? ????? ????
[R]???? ??????? ???? ????? ????? EGR
[T]????? ????? ???? ???? ???? ?????
????? ?????? ???? ??? ???? P040200
????? ???????? ?? ????? EGR  ?????
???? ??? ???????? EGR","[C]고객이 차량의 엔진 경고등 점등에 대해 불만을 제기함 [R]차량 점검 후 EGR 파이프 교체 [T]고객 불만 사항인 엔진 경고등 점등 확인, 스캐너 점검 결과 P040200 오류 코드 발견
EGR 밸브의 육안 검사 결과 EGR 파이프의 과도한 마모가 확인됨",R,0,15,15,0,DOHC - GDI,A_MANUAL,G4LFPD104752,G4LⅢ1.2MPI,20230524,1NA1PD5W4117,PL56,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-D06VB-IS064-KM25003055-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,아중동,이스라엘,수출,B,,미확정,JA,D06VBIS022KM2500000,KNAB351AJPT105522,21310,2131008010,카파엔진,오일펌프,펌프 어셈블리-오일,직거래,,E,엔진,진동/떨림,D33,주행 불량_가속불량,ZZ2,단품 외관 손상/파손 불량,해당,Partial,,,,2023/03/16,2023/03,2023,2023/06/28,2023/06,2023,2023/03/28,2023/03,2025/10/17,2025/10,2025/10/19,2025/10,2025/10/21,2025/10,2025,34204,104,842,29,26100R6K,D06VB,,IS022,중동,,,,-,-,"[C]???? ?????? ?? ??? ???? ???? ?? ????
[R]???? ????? ???? ?? ???? ?/? ??? ??? ????, ????? ????? ????? ???+ ????? ????? ??????
[T]???? ????? ?????? ??? KDS  ????","[C]고객이 견인차로 도착한 차량이 시동이 걸리지 않는다고 불만 제기함 [R]점검 결과 엔진 오일 팬 교체, 오일 펌프 밸브 청소 + 속도 센서 청소가 필요함 [T]고장 진단 및 KDS 오일 점검 후 연결",R,0,36,36,0,DOHC - GDI,A_MANUAL,G4LFPD050112,G4LⅢ1.2MPI,20230314,1NA1PD3N4604,Y1IH,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-D06VB-IS022-KM25002373-0-1,,,,,,,,,,,,,,Y,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,CX00402025W00094500,KNAB2518BPT101159,25281,2528107005,카파엔진,,텐셔너 어셈블리,직거래,,E,엔진,소음,Q74,엔진 소음/이음_전기부하시,ZZ5,상품성/성능 불만,,,,,,2023/03/08,2023/03,2023,2023/03/21,2023/03,2023,2023/03/22,2023/03,2025/10/20,2025/10,2025/10/20,2025/10,2025/10/21,2025/10,2025,42282,13,944,32,25281R1K,CX0040,본리점,-,한국,대구광역시,간접망,본리점,-,-,"[C]1.현상 : 에어컨 가동시 벨트 이음발생(동영상첨부)
2.점검내용 및 원인 : 1차적으로 벨트 장력조절해으나 유의미한 결과 없음. 텐녀서 유격발생으로 인한 증상으로 판단됨.
3.조치내용 : 텐녀너 교환후 출고조치함.",,R,22.41,11.48,33.89,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDPD044894,G3LⅢ1.0MPI,20230307,EP3MD3380498,,서산1엔진,비대상,비대상,대상,비해당,,확정,2-GSWK-CX0040-2025-W-000945-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,이탈리아,수출,B,,미확정,YB,C11VC09078KM2500000,KNAD6818AN6707901,25100,2510008001,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q72,엔진 소음/이음_공회전시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/05/30,2022/05,2022,2022/11/17,2022/11,2022,2022/06/21,2022/06,2025/10/16,2025/10,2025/10/19,2025/10,2025/10/21,2025/10,2025,63065,171,1064,36,25100R1K,C11VC,,09078,유럽,,,,-,-,"[C]RUMORE VANO MOTORE  A FREDDO
[R]SOSTITUZIONE POMPA ACQUA
[T]SI RISCONTRA RUMOROSITA' POMPA ACQUA","[c] 추울 때 엔진룸 소음
[r] 워터 펌프 교체
[t] 워터 펌프 소음 감지",R,0,0,0,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFND093189,G4LⅢ1.2MPI,20220525,MD220507300,RI14,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C11VC-09078-KM25001277-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,BX91802025W00075600,KNAB1518BTT413220,28164,2816407000,카파엔진,AFS,센서 어셈블리－에어 플로우,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,U060F00,C161308,C164286,2025/07/02,2025/07,2025,2025/07/02,2025/07,2025,2025/07/03,2025/07,2025/10/18,2025/10,2025/10/20,2025/10,2025/10/21,2025/10,2025,7116,0,108,4,28164R00,BX9180,부곡점,-,한국,부산광역시,간접망,부곡점,-,-,"[C]1.현상 : 상기차량은 엔진경고등 점등되어 당점에 입고 됨.
2.점검내용 및 원인 : 자기진단 실시 U060F00  CAN통신 MAF VAF 시스템 이상
3.조치내용 : 정비지침에 의거 에어플로센서 교환 조치 함.",,R,25.72,19.95,45.67,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDSD133913,G3LⅢ1.0MPI,20250630,ES3ID3819505,S045,서산1엔진,비대상,대상,대상,비해당,,미확인,2-GSWK-BX9180-2025-W-000756-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,BK03702025W00080800,KNAB1518BPT992788,25100,2510007010,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q72,엔진 소음/이음_공회전시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/07/04,2022/07,2022,2022/07/06,2022/07,2022,2022/07/07,2022/07,2025/10/17,2025/10,2025/10/20,2025/10,2025/10/21,2025/10,2025,36591,2,1199,40,25100R1K,BK0370,협신자동차서비스주식회사,-,한국,부산광역시,간접망,협신자동차서비스주식회사,-,-,"[C]1.현상 : 가.공회전시 및 가속시 이음발생
2.점검내용 및 원인 : 가.공회전 및 가속시 ""끼릭~""하는 이음확인
나.외부벨트 이상없음,사고없음,동영상 첨부
다.다른 베어링 이상없음
3.조치내용 : 가.워터펌프 내부고장으로 교환 조치함",,R,53.75,37.8,91.55,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDND116882,G3LⅢ1.0MPI,20220701,EN3MD3227985,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GSWK-BK0370-2025-W-000808-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,AX01102025W00092100,KNAB2518BNT950327,25100,2510007010,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q71,엔진 소음/이음_출발/가속시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/03/18,2022/03,2022,2022/03/23,2022/03,2022,2022/03/24,2022/03,2025/10/18,2025/10,2025/10/20,2025/10,2025/10/21,2025/10,2025,33248,5,1305,44,25111R4K,AX0110,대방점,-,한국,서울특별시,간접망,대방점,-,-,"[C]1.현상 : 냉간시 소음으로 점검요청 

2.점검내용 및 원인 : 냉간시 끼리긱 소음 (동영상첨부) 
출발이나 가속시 워터펌프 내부소음으로 교환후 관련작업시 고착으로 히터호스교환 
3.조치내용 : 쿨런트 펌프어셈브리 단품불량 신품교환후 관련품 히터호스 교환및 가스켓/부동액교환 
(카파 개선엔진으로 작업시간  2시간 이상소요됨 /발전기/흡기매니폴드 탈장착포함)",,R,56.44,70,126.44,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDND048018,G3LⅢ1.0MPI,20220317,EN3MD3168599,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GSWK-AX0110-2025-W-000921-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,2030002025W01078100,KNAB2518BRT183157,35100,3510008000,카파엔진,ETC,바디 어셈블리－스로틀,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P213800,P213800,,2023/09/15,2023/09,2023,2023/09/18,2023/09,2023,2023/09/19,2023/09,2025/10/14,2025/10,2025/10/20,2025/10,2025/10/21,2025/10,2025,21461,3,757,26,35100R00,203000,강서서비스센터,-,한국,서울특별시,직접망,강서서비스센터,-,-,"[C]1.현상 : 주행 중 경고등 점등으로 견인, 동일증상 반복
2.점검내용 및 원인 : 고객은 25년 8월 21일 최초 증상 발생하였으며 오토큐 방문하여 1회 정비 및 2회 점검 진행하였으나 동일 증상 발생하여 견인입고하였다고 함, 최초증상은 고가도로 진입 중 저속에서 경고등이 점등되면서 가속페달을 밟아도 가속이 되지 않았다고 함, 두번째는 평지에서 동일 증상 발생, KDS 진단 시 P213800 엑셀포지션 센서 회로 1/2 비동기화, APS E100AK 커넥터 란스 양호, APS와 ECU의 연결 양호, ETC 내부의 이상으로 인한 고장으로 사료됨, 배터리 테스트 시 RC FAIR 확인, 배터리 충전상태 35%
3.조치내용 : ETC",,R,32.27,311.85,413.42,69.3,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDPD180112,G3LⅢ1.0MPI,20230912,EP3ID3500420,R780,서산1엔진,비대상,비대상,대상,비해당,,확정,2-GSWK-203000-2025-W-010781-0-@-@-@-@-0-0,,,,,,,,,,,,,,Y,,
W:일반 클레임,서산1엔진,Kia,유럽,터키,수출,B,,미확정,JA,D26VBTR144KM2500000,KNAB2518JNT881071,25281,2528107006,카파엔진,벨트텐셔너,텐셔너 어셈블리,직거래,,E,엔진,소음,Q72,엔진 소음/이음_공회전시,ZZ4,단품 재질 불량,비해당,비해당,,,,2021/10/04,2021/10,2021,2021/11/20,2021/11,2021,2021/10/07,2021/10,2025/10/16,2025/10,2025/10/18,2025/10,2025/10/19,2025/10,2025,53070,47,1426,48,25281R1K,D26VB,,TR144,중동,,,,-,-,"[C]HAREKET HAL?NDE SES GEL?YOR
[R]GERGI SES YAPMASI NEDENI ILE DEGISTI
[T]ARACIN YAPILAN KONTROLLERINDE ARACTAN ANORMAL SES GELDIGI TESP?T ED?LD?. GELEN SESIN ARACIN EKZANTRIK GERGI YATAGININ YATAGINDAN GELDIGI TESP?T ED?LD?. GERGI SES YAPMASI NEDENI ILE DEGISTI",,R,41.41,16.6,58.01,0,SOHC - TCI,A_MANUAL,G3LDMD176711,G3LⅢ1.0MPI,20210929,8TE6MD934030,,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-D26VB-TR144-KM25000803-0-1,,,,,,,,,,,,,,,,
W:일반 클레임,서산1엔진,HAOS,유럽,터키,현지,B,,미확정,BC3,D26AB01878031891000,NLHBM51GGMZ125257,27301,2730108200,카파엔진,이그니션코일,코일 어셈블리－이그니션,직거래,,E,엔진,출력부족,DD1,엔진 출력부족_가속시,ZZ1,구조적 문제(설계),비해당,비해당,,,,2021/11/19,2021/11,2021,2022/01/31,2022/01,2022,2021/12/03,2021/12,2025/10/10,2025/10,1900/01/01,1900/01,2025/10/19,2025/10,2025,19684,73,1348,45,27301R00,D26AB,,01878,중동,,,,-,-,"[C]GAZA YUKLENDIGIMDE ARAC SIRKELEME YAPIYOR BEYANI VAR.

[R]ARACIN 1 NUMARALI BOBININ DEGISMESI GEREKTIGI GORULDU
[T]YAPILAN KONTROLLERDE ARACIN 1 NUMARALI BOBININ ARIZALI OLDUGU TESPIT EDILDI",,R,0,0,0,0,DOHC - TCI/GDI,DCT - 7 SPEED 2WD,G3LEMD093558,G3LⅢ1.0T-GDi,20210521,M09VMD906446,,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSH-@-@-@-@-0-@-D26AB-01878-031891-0-1,,,,,,,,,,,,,,,,
W:일반 클레임,서산1엔진,HAOS,유럽,영국,수출,B,,미확정,BC3,C21AA46040251018000,NLHBR81GLNZ064693,36300,3630007000,카파엔진,알터네이터,마일드 하이브리드 스타터 제네레이터,직거래,,E,전동화부품,작동불량,I14,작동불량_오작동,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P1A8300,P1A9500,,2021/04/27,2021/04,2021,2021/11/05,2021/11,2021,2021/04/30,2021/04,2025/10/08,2025/10,2025/10/18,2025/10,2025/10/19,2025/10,2025,44973,192,1433,48,36300F00,C21AA,,46040,북미,,,,-,-,"[C]Customer complained that the 48V warning light had come on.
[R]Carried out TSB HFE22-11-E010-BC3OS Hard wire update to MHSG.
Update completed OK and tested OK
[T]Verified customer complaint DTC P1A8300, P1A9500 Active.",,R,0,54.12,54.12,0,DOHC - TCI/GDI,MANUAL T/M - 6 SPEED 2WD,G3LFMD032793,G3LⅢ1.0T-GDi,20210222,FMJ6M509464,,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSH-@-@-@-@-0-@-C21AA-46040-2510180031-0-1,,,,,,,,,,,,,,,,
W:일반 클레임,서산1엔진,Kia,유럽,이탈리아,수출,B,,미확정,JA,C11VC09142KM2500000,KNAB3518JNT930565,25100,2510007010,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q52,소음/이음_공회전시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/02/07,2022/02,2022,2022/03/29,2022/03,2022,2022/02/12,2022/02,2025/09/29,2025/09,2025/10/18,2025/10,2025/10/19,2025/10,2025,19601,50,1280,43,25100R1K,C11VC,,09142,유럽,,,,-,-,"[C]Rumore proveniente dal vano motore.
[R]Si procede alla sostituzione della pompa ed al reintegro del liquido di raffreddamento.
[T]Al controllo si attesta la lamentela del cliente (cfr allegao), ovvero rumorosit? anomala proveniente dai meccanismi interni della pompa acqua, viene inoltre riscontrato un basso livello del liquido di raffreddamento.",,R,70.51,47.83,118.34,0,SOHC - TCI,A_MANUAL,G3LDND019365,G3LⅢ1.0MPI,20220128,8TE6ND124254,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C11VC-09142-KM25001366-0-1,,,,,,,,,,,,,,,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,MX92302025W00082200,KNAB3518BST368469,29015,2901507000,카파엔진,PCSV,밸브 어셈블리-퍼지 컨트롤,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,ZZ4,단품 재질 불량,비해당,비해당,P045500,,,2025/03/11,2025/03,2025,2025/03/12,2025/03,2025,2025/03/13,2025/03,2025/10/13,2025/10,2025/10/18,2025/10,2025/10/19,2025/10,2025,374,1,215,8,28910R1K,MX9230,점촌점,-,한국,경상북도,간접망,점촌점,-,-,"[C]1.현상 : 엔진 경고등 점등 입고됨
2.점검내용 및 원인 : 퍼지 컨트롤 밸브 작동불량으로 엔진 경고등 점등 발생됨
3.조치내용 : 퍼지 컨트롤 밸브 교환",,R,15.94,19.53,35.47,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDSD046366,G3LⅢ1.0MPI,20250308,ES3ID3804407,S045,서산1엔진,비대상,대상,대상,비해당,,미확인,2-GSWK-MX9230-2025-W-000822-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,GX81602025W00077800,KNAB3518BRT221880,37300,3730007150,카파엔진,알터네이터,제너레이터 어셈블리,직거래,,E,엔진,소음,Q71,엔진 소음/이음_출발/가속시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2024/01/22,2024/01,2024,2024/01/23,2024/01,2024,2024/01/24,2024/01,2025/10/15,2025/10,2025/10/18,2025/10,2025/10/19,2025/10,2025,47061,1,631,22,37300R1K,GX8160,금오점,-,한국,경기도,간접망,금오점,-,-,"[C]1.현상 : 공회전중 엔진 스스슥 스음으로 입고
2.점검내용 및 원인 : 공회전중 발전기 베어링 부분에서 소음 확인 
제네레이터 베어링 풀리 교환 하려 했으나 장기 결품으로 제네레이터 어셈블리 교환
3.조치내용 : 제네레이터 교환 후 정상",,R,114.73,23.52,138.25,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDRD012100,G3LⅢ1.0MPI,20240119,ER3ID3570491,PJ02,서산1엔진,비대상,비대상,대상,비해당,,확정,2-GSWK-GX8160-2025-W-000778-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,아중동,남아프리카,수출,B,,미확정,YB,E37VASA222KM2500000,KNADB518LN6745822,21310,2131008010,카파엔진,오일펌프,펌프 어셈블리-오일,직거래,,E,엔진,진동/떨림,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,,,,2022/09/05,2022/09,2022,2022/11/17,2022/11,2022,2022/09/17,2022/09,2025/10/13,2025/10,2025/10/17,2025/10,2025/10/19,2025/10,2025,38699,73,1061,36,26100R6K,E37VA,,SA222,아프리카,,,,-,-,"[C]Audrey - Vibration while driving and engine light came on
[R]Remove and replace oil pump , sealant, oil, oil filter
[T]Oil pressure relief valve leaking , not holding oil pressure
[L]15 000KM SERVICE        15013	     2023-12-14
30 000KM SERVICE 	28323	2024-12-13
[D]incorrect attachments - marna 17/10","[C]Audrey - 주행 중 진동 및 엔진등이 켜짐
[R]오일 펌프, 실란트, 오일, 오일 필터 제거 및 교체
[T]오일 압력 릴리프 밸브 누출, 오일 압력을 유지하지 않음
[L]15 000km 서비스 15013 2023-12-14
30 000km 서비스 28323 2024-12-13
[D]잘못된 부착물 - 마나 17/10",R,80.07,43.56,123.63,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFND153065,G4LⅢ1.2MPI,20220831,MD220808093,Y1IH,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-E37VA-SA222-KM25000382-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,터키,수출,B,,미확정,JA,D26VBTR175KM2500000,KNAB2518JNT937367,25100,2510007010,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q72,엔진 소음/이음_공회전시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/02/18,2022/02,2022,2022/04/26,2022/04,2022,2022/02/22,2022/02,2025/10/15,2025/10,2025/10/17,2025/10,2025/10/19,2025/10,2025,57733,67,1268,43,25100R1K,D26VB,,TR175,중동,,,,-,-,"[C]ARA?TAN ?LK ?ALI?TIRMADA MOTORDAN SES GEL?YOR
[R]SES YAPAN DEV?RDA?M POMPASI DE????M? YAPILARAK SORUN G?DER?LM??T?R.
[T]ARA?TA YAPILAN KONTROLDE MOTOR ?ZELL?KLE SO?UKKEN ?TME SES? G?R?LD?. GERG? RULMANLARI VE KAYI? KONTROL ED?LD? SORUN G?R?LMED?. STETESKOP ?LE D?NLEND???NDE ?SE SES?N DEV?RDA?M POMPASINDAN GELD??? TESP?T ED?LD?. DEV?RDA?M POMPASI DE????M? GEREKL?D?R.","[c] 최초 시동 시 차량에서 엔진 소음 발생
[r]소리가 나는 재순환 펌프를 교체하여 문제가 해결되었습니다.
[t]차량에서 발생한 제어에서 특히 엔진이 차가울 때 삐걱거리는 소리가 났으며 텐셔너 베어링과 벨트를 점검한 결과 문제가 없었고 청진기로 들어보니 재순환 펌프에서 소리가 나는 것으로 확인되어 재순환 펌프 교체가 필요함.",R,74.36,49.8,124.16,0,SOHC - TCI,A_MANUAL,G3LDND028742,G3LⅢ1.0MPI,20220216,8TE6ND2P4152,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-D26VB-TR175-KM25000310-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,터키,수출,B,,미확정,JA,D26VBTR126KM2500000,KNAB251AJPT065335,25281,2528107006,카파엔진,벨트텐셔너,텐셔너 어셈블리,직거래,,E,엔진,소음,Q75,엔진 소음/이음_주행중,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/12/23,2022/12,2022,2023/03/09,2023/03,2023,2023/01/26,2023/01,2025/09/30,2025/09,2025/10/17,2025/10,2025/10/19,2025/10,2025,42001,76,936,32,25281R2K,D26VB,,TR126,중동,,,,-,-,"[C]ARACIMIN MOTORUNDAN ?TME SES? GEL?YOR
[R]Vkayı? gergisi yenisi ile de?i?imi yapıldı . Ara? kontrol edildi .Sorun g?r?lmedi .
[T]Ara?ta yapılan kontrollerde aracın motorundan ses geldi?i tespit edildi . Yapılan kontrollerde Vkayı? gergisinden geldi?i tespit edildi .Vkayı? gergisi kontrol edildi .Deforme oldu?u tespit edildi .","[차량 엔진에서 삐 소리가 납니다.
[R] 벨트 텐셔너가 새 것으로 교체되었습니다. 차량을 점검했지만 문제가 발견되지 않았습니다.
[차량의 제어 장치에서 차량의 엔진에서 소리가 나는 것이 감지되었습니다. 점검 결과, V-샤프트 텐셔너에서 소리가 나는 것으로 확인되었습니다. V-샤프트 텐셔너를 점검한 결과, 변형된 것으로 확인되었습니다.",R,41.41,16.6,58.01,0,DOHC - GDI,A_MANUAL,G4LFND228120,G4LⅢ1.2MPI,20221221,1NA1NDCP4070,,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-D26VB-TR126-KM25000939-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,터키,수출,B,,미확정,JA,D26VBTR023KM2500000,KNAB2518JMT727214,25600,2560007500,카파엔진,기타,터멀 매니지먼트 모듈,직개발,,E,엔진,누유/누기/누수,L31,냉각수 문제_누수,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2020/09/02,2020/09,2020,2020/10/22,2020/10,2020,2020/09/15,2020/09,2025/10/16,2025/10,2025/10/17,2025/10,2025/10/19,2025/10,2025,41106,50,1820,61,25600R4K,D26VB,,TR023,중동,,,,-,-,"[C]MOTORDA SU EKSILTME VAR
MOTORDA SU EKSILTME VAR
[R]ISI KONTROL MODULU DEGISIMI OLDU ARIZA GIDERILDI
[T]RESIMDE GORULDUGU UZERE ARACIN ISI KONTROL MODULU (TERMOSTAT GOVDESIN) DEN ANTIFIRIZ KACIRMAYA BASLAMIS ARIZALI DEGISIMI LAZIMDIR","[C] 엔진 누수
엔진 누수
[R] 열 제어 모듈 교체, 결함 수정
[그림과 같이 차량의 온도 제어 모듈(서모스탯 하우징)에서 부동액이 누출되기 시작하여 교체해야 합니다.",R,135.92,45.65,181.57,0,SOHC - TCI,A_MANUAL,G3LDLD120116,G3LⅢ1.0MPI,20200731,8TE6LD854186,S196,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-D26VB-TR023-KM25001589-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,터키,수출,B,,미확정,JA,D26VBTR021KM2500000,KNAB2518JPT176705,25100,2510007010,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q55,소음/이음_주행중,ZZ4,단품 재질 불량,비해당,비해당,,,,2023/08/24,2023/08,2023,2023/10/28,2023/10,2023,2023/08/26,2023/08,2025/10/16,2025/10,2025/10/17,2025/10,2025/10/19,2025/10,2025,41368,65,719,24,25100R1K,D26VB,,TR021,중동,,,,-,-,"[C]ARACIN MOTOR KISMINDAN SES GEL?YOR
[R]DEV?RDA?M DE???T?R?LD?
[T]KONTROLLERDE ARACIN MOTOR KISMINDAN GELEN SES?N DEV?RDA?M ?? KISMINDAN GELD??? DUYDULDU STETESKOP ?LE YAPILAN D?NLEMEDE SES?N ?? KISIMDAK? DA?ILMADAN KAYNAKLANDI?I TESP?T ED?LD? HERHANG? B?R DI? ETKEN G?R?LMED?","[c] 차량 엔진 부분에서 발생하는 소음
[r] 재순환 교체
[차량의 엔진 부분에서 나는 소리는 컨트롤의 재순환기 내부에서 들리는 것으로 청진기로 청취 한 결과 내부 부품의 붕괴로 인한 소리로 확인되었으며 외부 요인은 보이지 않았습니다.",R,62.63,49.8,112.43,0,SOHC - TCI,A_MANUAL,G3LDPD166112,G3LⅢ1.0MPI,20230822,8TE6PD8Q4102,RI14,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-D26VB-TR021-KM25003314-0-1,,,,,,,,,,,,,,N,,
